Order_ID,Order_Date,Region,City,Product_Category,Product_Name,Sales,Cost,Profit,Discount,Customer_Satisfaction,Delivery_Days,Customer_Age,Customer_Segment
ORD00960,2025-06-18,West,Lagos,Electronics,Electronics Item 14,1032.94,743.72,198.16,14.7,4.4,4.1,26,Consumer
ORD00961,2025-05-14,East,Owerri,Electronics,Electronics Item 7,1298.77,935.11,283.96,10.2,3.8,3.5,24,Small Business
ORD00962,2025-10-30,North,Kano,Furniture,Furniture Item 13,1817.39,1599.31,70.08,13.6,3.8,3.9,28,Consumer
ORD00963,2025-12-18,South,Port Harcourt,Furniture,Furniture Item 1,1811.3,1593.94,41.88,16.1,2.1,6.7,24,Consumer
ORD00964,2025-01-10,East,Enugu,Furniture,Furniture Item 4,1550.85,1364.75,88.98,10.4,4.1,3.2,55,Corporate
ORD00965,2025-06-21,East,Owerri,Electronics,Electronics Item 9,936.84,674.53,199.8,11.1,4.0,5.3,36,Consumer
ORD00966,2025-06-18,South,Uyo,Office Supplies,Office Supplies Item 11,428.88,291.64,85.25,20.2,3.1,5.5,30,Corporate
ORD00967,2025-10-08,West,Ibadan,Furniture,Furniture Item 2,1531.26,1347.5,130.33,5.8,4.0,4.1,47,Corporate
ORD00968,2025-01-31,North,Kaduna,Furniture,Furniture Item 4,2152.02,1893.78,179.9,6.1,3.9,3.1,20,Consumer
ORD00969,2025-11-11,South,Port Harcourt,Electronics,Electronics Item 11,1510.97,1087.9,275.2,16.3,3.3,7.6,28,Consumer
ORD00970,2025-08-12,South,Uyo,Electronics,Electronics Item 13,833.48,600.11,89.77,28.7,2.5,8.1,22,Consumer
ORD00971,2025-05-07,West,Ibadan,Electronics,Electronics Item 6,1063.55,765.76,223.93,11.6,4.0,2.6,60,Consumer
ORD00972,2025-04-06,North,Kano,Office Supplies,Office Supplies Item 6,312.12,212.24,76.72,12.4,3.6,6.8,26,Consumer
ORD00973,2025-11-28,South,Uyo,Office Supplies,Office Supplies Item 8,363.01,246.85,75.4,18.7,2.5,8.3,64,Corporate
ORD00974,2025-06-14,South,Uyo,Furniture,Furniture Item 7,1797.83,1582.09,-50.06,24.6,3.5,5.8,20,Corporate
ORD00975,2025-05-26,South,Uyo,Electronics,Electronics Item 7,948.42,682.86,133.14,23.3,3.0,9.8,40,Consumer
ORD00976,2025-04-23,South,Port Harcourt,Electronics,Electronics Item 3,1003.3,722.37,141.96,23.1,3.2,7.8,62,Consumer
ORD00977,2025-01-12,West,Ibadan,Electronics,Electronics Item 9,1015.45,731.12,249.66,5.7,4.0,6.7,51,Consumer
ORD00978,2025-12-30,South,Uyo,Furniture,Furniture Item 10,1737.15,1528.69,84.43,11.9,2.4,8.9,53,Consumer
ORD00979,2025-01-05,South,Port Harcourt,Office Supplies,Office Supplies Item 4,411.8,280.03,87.3,18.0,3.2,3.6,51,Consumer
ORD00980,2025-09-22,East,Enugu,Office Supplies,Office Supplies Item 9,568.73,386.74,130.94,15.0,3.6,2.7,62,Corporate
ORD00981,2025-02-05,South,Port Harcourt,Furniture,Furniture Item 4,2159.94,1900.74,-96.85,27.5,3.3,6.6,63,Corporate
ORD00982,2025-07-09,North,Kano,Electronics,Electronics Item 6,1000.7,720.51,197.64,13.7,4.7,3.2,52,Consumer
ORD00983,2025-03-08,East,Owerri,Electronics,Electronics Item 9,1235.53,889.58,293.35,7.1,4.2,5.7,61,Small Business
ORD00984,2025-11-09,South,Uyo,Office Supplies,Office Supplies Item 5,474.48,322.65,92.86,20.7,2.3,7.8,23,Corporate
ORD00985,2025-03-17,South,Uyo,Furniture,Furniture Item 10,1623.26,1428.47,-86.59,28.9,2.6,7.5,40,Corporate
ORD00986,2025-05-31,North,Kano,Office Supplies,Office Supplies Item 12,235.79,160.34,68.09,5.2,5.0,3.6,39,Corporate
ORD00987,2025-04-15,North,Kano,Office Supplies,Office Supplies Item 2,283.31,192.65,71.6,11.2,4.4,3.5,62,Small Business
ORD00988,2025-06-13,South,Port Harcourt,Office Supplies,Office Supplies Item 10,391.05,265.92,89.7,15.1,2.8,7.9,32,Corporate
ORD00989,2025-07-02,West,Ibadan,Furniture,Furniture Item 14,1045.0,919.6,76.49,7.8,3.9,5.5,36,Consumer
ORD00990,2025-09-03,South,Uyo,Office Supplies,Office Supplies Item 4,440.93,299.83,94.59,17.6,2.9,8.9,54,Corporate
ORD00991,2025-07-17,South,Port Harcourt,Electronics,Electronics Item 11,1220.96,879.09,223.43,16.2,3.3,8.7,42,Consumer
ORD00992,2025-01-16,West,Ibadan,Office Supplies,Office Supplies Item 5,459.21,312.26,114.96,11.6,3.6,3.5,57,Small Business
ORD00993,2025-09-16,North,Kano,Electronics,Electronics Item 6,1550.47,1116.34,362.39,7.7,4.5,3.9,46,Corporate
ORD00994,2025-09-23,South,Port Harcourt,Electronics,Electronics Item 3,1006.07,724.37,172.17,18.1,3.6,12.4,23,Consumer
ORD00995,2025-05-13,East,Owerri,Furniture,Furniture Item 6,1766.29,1554.33,108.69,9.7,3.7,3.2,55,Consumer
ORD00996,2025-08-21,West,Ibadan,Electronics,Electronics Item 11,777.14,559.54,152.29,14.0,4.6,1.7,25,Consumer
ORD00997,2025-04-25,West,Lagos,Furniture,Furniture Item 6,2112.97,1859.41,76.71,13.9,3.8,3.5,47,Consumer
ORD00998,2025-01-13,North,Kano,Office Supplies,Office Supplies Item 3,462.33,314.39,127.26,7.5,4.6,3.8,32,Consumer
ORD00999,2025-01-07,East,Owerri,Electronics,Electronics Item 4,1046.73,753.65,221.88,11.3,4.0,4.4,39,Consumer
ORD01000,2025-02-22,South,Uyo,Electronics,Electronics Item 2,955.98,688.31,146.81,21.1,3.0,8.0,21,Consumer
ORD01001,2025-12-22,South,Uyo,Furniture,Furniture Item 8,1517.89,1335.75,-84.94,29.3,3.9,7.0,59,Consumer
ORD01002,2025-12-27,West,Lagos,Office Supplies,Office Supplies Item 1,519.64,353.36,146.62,6.3,4.5,5.5,48,Consumer
ORD01003,2025-12-23,North,Kano,Electronics,Electronics Item 2,974.7,701.78,194.73,13.4,3.9,3.8,43,Consumer
ORD01004,2025-11-11,East,Enugu,Furniture,Furniture Item 12,2000.03,1760.03,132.18,9.0,3.8,3.5,28,Consumer
ORD01005,2025-05-09,North,Kano,Electronics,Electronics Item 12,1065.78,767.36,241.33,8.9,4.7,3.7,40,Consumer
ORD01006,2025-04-13,East,Owerri,Electronics,Electronics Item 1,1075.94,774.67,245.69,8.6,3.9,4.1,43,Consumer
ORD01007,2025-10-21,North,Kaduna,Furniture,Furniture Item 12,1743.45,1534.23,79.05,12.4,3.6,5.0,19,Consumer
ORD01008,2025-09-30,South,Uyo,Office Supplies,Office Supplies Item 13,477.32,324.58,102.23,17.6,3.5,6.0,39,Corporate
ORD01009,2025-08-03,East,Enugu,Electronics,Electronics Item 11,1315.24,946.97,252.22,14.7,4.7,3.8,53,Corporate
ORD01010,2025-07-05,North,Kano,Office Supplies,Office Supplies Item 6,445.04,302.62,106.49,13.5,3.9,5.2,41,Corporate
ORD01011,2025-07-12,South,Uyo,Office Supplies,Office Supplies Item 13,651.7,443.16,147.65,15.6,2.7,9.2,57,Consumer
ORD01012,2025-09-08,North,Kaduna,Furniture,Furniture Item 1,2032.99,1789.03,142.72,8.3,4.3,3.6,42,Corporate
ORD01013,2025-12-01,South,Uyo,Office Supplies,Office Supplies Item 9,462.94,314.8,99.01,17.7,2.5,9.7,20,Consumer
ORD01014,2025-10-12,South,Port Harcourt,Electronics,Electronics Item 1,507.91,365.69,69.52,23.9,2.4,6.7,56,Consumer
ORD01015,2025-03-30,South,Uyo,Office Supplies,Office Supplies Item 7,320.85,218.18,65.78,19.2,3.8,7.4,45,Consumer
ORD01016,2025-09-28,South,Port Harcourt,Furniture,Furniture Item 13,1533.91,1349.84,23.72,17.4,2.5,5.2,46,Consumer
ORD01017,2025-06-27,West,Lagos,Furniture,Furniture Item 12,1381.97,1216.13,91.33,9.0,4.5,4.1,32,Consumer
ORD01018,2025-08-02,West,Ibadan,Office Supplies,Office Supplies Item 7,449.25,305.49,117.12,9.9,4.2,6.9,19,Small Business
ORD01019,2025-09-04,South,Uyo,Electronics,Electronics Item 2,1387.74,999.17,160.77,27.4,3.5,6.9,18,Consumer
ORD01020,2025-08-20,South,Uyo,Furniture,Furniture Item 2,1434.58,1262.43,-56.93,26.6,2.4,8.2,56,Consumer
ORD01021,2025-08-04,South,Port Harcourt,Electronics,Electronics Item 8,1070.29,770.61,179.3,18.7,3.0,9.3,56,Corporate
ORD01022,2025-09-01,East,Enugu,Furniture,Furniture Item 5,1740.94,1532.03,133.42,7.2,3.4,3.8,58,Consumer
ORD01023,2025-11-10,North,Kano,Office Supplies,Office Supplies Item 8,425.42,289.29,104.12,12.5,4.0,4.0,36,Consumer
ORD01024,2025-05-11,West,Ibadan,Furniture,Furniture Item 12,971.32,854.77,33.95,14.2,4.4,5.2,47,Consumer
ORD01025,2025-06-16,East,Enugu,Furniture,Furniture Item 5,1342.73,1181.6,51.31,13.6,5.0,2.6,62,Consumer
ORD01026,2025-09-28,South,Uyo,Office Supplies,Office Supplies Item 9,710.75,483.31,167.02,14.2,3.8,7.5,60,Consumer
ORD01027,2025-10-10,South,Port Harcourt,Furniture,Furniture Item 1,1859.05,1635.96,-17.98,21.6,3.0,8.4,42,Consumer
ORD01028,2025-04-05,East,Owerri,Electronics,Electronics Item 2,618.3,445.18,126.36,12.6,4.1,1.4,25,Small Business
ORD01029,2025-09-04,North,Kano,Electronics,Electronics Item 8,1443.93,1039.63,306.96,11.2,3.2,2.2,57,Consumer
ORD01030,2025-08-23,West,Ibadan,Electronics,Electronics Item 11,985.9,709.85,225.63,8.5,4.2,3.7,27,Consumer
ORD01031,2025-06-22,North,Kano,Office Supplies,Office Supplies Item 12,396.7,269.76,111.03,6.7,4.7,3.9,61,Consumer
ORD01032,2025-11-12,East,Enugu,Electronics,Electronics Item 1,1127.74,811.97,278.98,5.4,3.8,5.3,20,Consumer
ORD01033,2025-07-24,North,Kaduna,Office Supplies,Office Supplies Item 8,326.79,222.21,91.39,6.7,4.3,1.9,42,Consumer
ORD01034,2025-12-17,South,Uyo,Electronics,Electronics Item 5,979.69,705.37,160.79,19.3,3.0,6.9,33,Consumer
ORD01035,2025-06-01,West,Lagos,Electronics,Electronics Item 14,691.75,498.06,132.08,14.8,5.0,7.0,51,Consumer
ORD01036,2025-05-12,West,Lagos,Electronics,Electronics Item 2,1163.4,837.65,277.11,7.0,4.1,4.0,28,Consumer
ORD01037,2025-04-07,East,Owerri,Office Supplies,Office Supplies Item 10,352.41,239.64,99.64,6.2,4.2,2.7,35,Small Business
ORD01038,2025-06-30,North,Kaduna,Furniture,Furniture Item 5,2003.11,1762.74,148.49,7.6,3.8,4.0,38,Consumer
ORD01039,2025-01-21,West,Lagos,Furniture,Furniture Item 1,1871.75,1647.14,135.6,7.9,3.9,5.1,55,Small Business
ORD01040,2025-09-14,North,Kaduna,Electronics,Electronics Item 4,695.99,501.11,172.21,5.4,4.1,3.4,61,Small Business
ORD01041,2025-09-02,North,Kaduna,Office Supplies,Office Supplies Item 7,457.73,311.26,130.42,5.8,4.2,5.0,60,Consumer
ORD01042,2025-02-20,East,Enugu,Furniture,Furniture Item 3,1681.71,1479.91,125.42,7.6,4.0,3.7,25,Small Business
ORD01043,2025-09-11,North,Kano,Electronics,Electronics Item 12,822.31,592.06,190.52,8.1,4.0,3.4,50,Corporate
ORD01044,2025-06-25,South,Uyo,Furniture,Furniture Item 11,1706.77,1501.95,-52.89,25.2,3.5,8.1,59,Corporate
ORD01045,2025-07-15,West,Ibadan,Furniture,Furniture Item 5,1494.88,1315.5,112.97,7.4,5.0,3.5,48,Corporate
ORD01046,2025-04-10,North,Kano,Office Supplies,Office Supplies Item 5,496.74,337.78,131.05,9.4,4.4,4.7,64,Consumer
ORD01047,2025-08-26,North,Kaduna,Electronics,Electronics Item 7,1045.11,752.48,198.63,15.0,4.4,5.8,24,Corporate
ORD01048,2025-02-15,North,Kaduna,Electronics,Electronics Item 9,1085.35,781.45,231.23,11.2,3.5,1.7,57,Corporate
ORD01049,2025-01-15,West,Ibadan,Office Supplies,Office Supplies Item 14,381.96,259.73,98.58,10.3,4.0,4.7,45,Corporate
ORD01050,2025-11-14,East,Enugu,Office Supplies,Office Supplies Item 8,654.09,444.78,161.92,12.1,4.0,7.1,41,Corporate
ORD01051,2025-08-04,North,Kano,Office Supplies,Office Supplies Item 7,446.75,303.79,116.85,9.7,4.0,6.1,61,Consumer
ORD01052,2025-12-19,South,Port Harcourt,Electronics,Electronics Item 1,1189.03,856.1,203.1,18.2,2.8,6.3,50,Small Business
ORD01053,2025-11-17,South,Uyo,Furniture,Furniture Item 7,1558.9,1371.83,13.09,18.6,3.0,5.0,43,Corporate
ORD01054,2025-09-23,South,Port Harcourt,Furniture,Furniture Item 12,1179.98,1038.39,-32.43,24.6,4.2,7.1,46,Corporate
ORD01055,2025-08-17,West,Ibadan,Electronics,Electronics Item 14,742.8,534.82,152.97,12.3,3.7,4.5,21,Consumer
ORD01056,2025-02-18,South,Port Harcourt,Furniture,Furniture Item 5,1846.58,1624.99,7.92,19.3,3.3,5.5,53,Consumer
ORD01057,2025-12-31,North,Kano,Office Supplies,Office Supplies Item 9,447.96,304.61,122.89,7.6,3.9,3.3,57,Consumer
ORD01058,2025-01-14,South,Port Harcourt,Electronics,Electronics Item 2,1201.61,865.16,213.63,17.0,3.3,5.7,29,Small Business
ORD01059,2025-06-04,South,Uyo,Office Supplies,Office Supplies Item 9,482.65,328.2,95.35,20.4,2.2,9.7,21,Corporate
ORD01060,2025-05-25,West,Ibadan,Electronics,Electronics Item 7,929.38,669.16,193.58,12.0,4.6,4.7,25,Consumer
ORD01061,2025-10-10,North,Kaduna,Furniture,Furniture Item 2,1674.95,1473.96,147.32,5.3,4.6,3.9,30,Consumer
ORD01062,2025-09-20,North,Kano,Office Supplies,Office Supplies Item 4,545.08,370.66,140.11,10.5,3.9,4.1,56,Corporate
ORD01063,2025-07-12,West,Lagos,Electronics,Electronics Item 1,1389.98,1000.79,337.88,6.2,4.4,4.2,60,Consumer
ORD01064,2025-04-17,West,Ibadan,Electronics,Electronics Item 13,908.65,654.23,205.34,9.0,4.3,5.3,61,Consumer
ORD01065,2025-09-16,East,Owerri,Furniture,Furniture Item 5,1085.6,955.33,64.98,10.0,4.7,3.4,44,Consumer
ORD01066,2025-01-27,South,Port Harcourt,Office Supplies,Office Supplies Item 14,324.86,220.91,76.56,14.1,4.4,7.6,49,Corporate
ORD01067,2025-12-03,West,Lagos,Electronics,Electronics Item 14,1262.15,908.75,275.92,10.2,4.3,3.0,63,Corporate
ORD01068,2025-12-19,South,Port Harcourt,Furniture,Furniture Item 12,2040.09,1795.28,-91.23,27.5,3.6,11.0,20,Small Business
ORD01069,2025-12-04,North,Kano,Electronics,Electronics Item 9,1173.21,844.71,231.69,13.8,4.3,4.6,30,Corporate
ORD01070,2025-07-28,East,Enugu,Electronics,Electronics Item 5,758.97,546.46,180.57,7.0,3.9,3.9,63,Corporate
ORD01071,2025-09-19,West,Ibadan,Office Supplies,Office Supplies Item 5,377.11,256.43,105.35,6.8,4.3,4.5,35,Consumer
ORD01072,2025-09-14,North,Kano,Electronics,Electronics Item 5,1244.69,896.18,247.88,13.5,4.6,3.0,59,Consumer
ORD01073,2025-07-31,West,Ibadan,Electronics,Electronics Item 6,1050.41,756.29,212.05,13.0,4.5,3.0,28,Consumer
ORD01074,2025-07-09,North,Kaduna,Electronics,Electronics Item 2,1229.86,885.5,239.34,14.2,5.0,3.5,39,Consumer
ORD01075,2025-01-10,South,Port Harcourt,Electronics,Electronics Item 5,1174.82,845.87,208.37,17.1,3.1,8.0,38,Consumer
ORD01076,2025-03-10,North,Kano,Electronics,Electronics Item 5,1194.98,860.39,289.47,6.3,3.6,3.5,24,Consumer
ORD01077,2025-09-03,East,Enugu,Electronics,Electronics Item 7,1454.35,1047.14,290.42,13.4,3.5,4.1,20,Consumer
ORD01078,2025-10-29,South,Port Harcourt,Furniture,Furniture Item 8,2311.87,2034.44,76.57,14.5,3.2,5.6,58,Corporate
ORD01079,2025-03-18,South,Uyo,Furniture,Furniture Item 13,1143.51,1006.29,-11.54,21.7,2.1,6.2,40,Corporate
ORD01080,2025-06-29,North,Kaduna,Furniture,Furniture Item 12,2054.05,1807.56,156.1,7.3,4.5,4.2,21,Consumer
ORD01081,2025-06-14,North,Kano,Office Supplies,Office Supplies Item 7,460.27,312.99,128.63,6.8,4.5,4.6,47,Corporate
ORD01082,2025-11-03,West,Lagos,Furniture,Furniture Item 9,2145.27,1887.84,176.63,6.3,4.4,1.6,23,Consumer
ORD01083,2025-07-09,South,Port Harcourt,Furniture,Furniture Item 13,1438.12,1265.55,15.4,18.2,3.5,6.0,28,Small Business
ORD01084,2025-11-30,East,Enugu,Electronics,Electronics Item 7,1184.33,852.72,225.59,14.9,4.5,5.3,38,Consumer
ORD01085,2025-08-12,East,Owerri,Electronics,Electronics Item 10,1392.71,1002.75,279.37,13.2,4.2,7.0,52,Consumer
ORD01086,2025-04-03,South,Port Harcourt,Electronics,Electronics Item 11,1044.3,751.9,139.54,24.4,2.8,7.1,23,Consumer
ORD01087,2025-06-10,West,Lagos,Office Supplies,Office Supplies Item 7,433.22,294.59,99.9,14.9,4.0,1.1,61,Corporate
ORD01088,2025-07-21,West,Ibadan,Electronics,Electronics Item 5,750.48,540.35,187.11,5.1,3.6,1.7,49,Consumer
ORD01089,2025-03-08,West,Lagos,Furniture,Furniture Item 11,1193.04,1049.88,79.96,8.8,4.2,4.2,55,Small Business
ORD01090,2025-12-20,West,Ibadan,Office Supplies,Office Supplies Item 10,593.5,403.58,165.97,6.7,4.8,4.9,24,Consumer
ORD01091,2025-01-30,South,Uyo,Electronics,Electronics Item 8,610.94,439.87,98.54,19.8,3.3,6.0,21,Consumer
ORD01092,2025-01-19,North,Kano,Office Supplies,Office Supplies Item 8,393.38,267.5,112.92,5.5,4.4,5.1,56,Corporate
ORD01093,2025-01-19,North,Kaduna,Electronics,Electronics Item 9,711.95,512.61,177.75,5.1,4.1,4.4,59,Small Business
ORD01094,2025-01-31,North,Kaduna,Furniture,Furniture Item 11,1474.05,1297.16,62.78,12.9,4.2,5.8,58,Consumer
ORD01095,2025-05-07,North,Kano,Electronics,Electronics Item 1,905.02,651.62,210.97,7.8,3.5,5.3,33,Small Business
ORD01096,2025-07-09,West,Ibadan,Furniture,Furniture Item 12,1194.58,1051.23,42.94,14.0,3.5,4.8,32,Consumer
ORD01097,2025-08-04,South,Uyo,Office Supplies,Office Supplies Item 13,540.61,367.61,109.95,19.4,2.9,8.5,29,Corporate
ORD01098,2025-03-22,North,Kano,Electronics,Electronics Item 2,1058.85,762.37,217.46,12.4,4.5,1.0,53,Consumer
ORD01099,2025-08-31,East,Enugu,Office Supplies,Office Supplies Item 1,457.16,310.87,105.91,14.7,4.3,4.4,35,Consumer
ORD01100,2025-02-26,East,Enugu,Electronics,Electronics Item 5,711.87,512.55,158.06,9.7,4.4,5.1,50,Consumer
ORD01101,2025-05-06,East,Owerri,Electronics,Electronics Item 12,981.42,706.62,244.44,5.2,3.8,3.2,57,Small Business
ORD01102,2025-07-09,South,Uyo,Electronics,Electronics Item 5,736.27,530.11,132.62,16.6,3.0,6.4,37,Small Business
ORD01103,2025-12-01,South,Uyo,Office Supplies,Office Supplies Item 8,451.35,306.92,98.53,16.9,2.2,6.0,48,Corporate
ORD01104,2025-04-28,South,Uyo,Electronics,Electronics Item 2,845.83,609.0,151.17,16.9,3.7,9.9,58,Corporate
ORD01105,2025-05-12,South,Port Harcourt,Furniture,Furniture Item 9,1417.15,1247.09,-58.1,26.8,3.2,6.9,22,Consumer
ORD01106,2025-11-08,North,Kano,Electronics,Electronics Item 9,1324.27,953.48,281.72,11.2,4.4,3.7,31,Corporate
ORD01107,2025-07-23,North,Kaduna,Office Supplies,Office Supplies Item 5,307.54,209.13,87.71,5.8,3.5,3.7,56,Small Business
ORD01108,2025-12-02,West,Lagos,Furniture,Furniture Item 11,1405.2,1236.57,51.38,13.9,3.4,3.4,22,Consumer
ORD01109,2025-06-21,North,Kano,Electronics,Electronics Item 14,869.39,625.96,167.55,14.5,4.5,2.6,30,Consumer
ORD01110,2025-06-22,East,Enugu,Office Supplies,Office Supplies Item 6,271.3,184.48,77.87,5.5,4.5,4.4,49,Consumer
ORD01111,2025-10-09,North,Kaduna,Electronics,Electronics Item 13,1055.32,759.83,217.38,12.3,4.5,4.0,37,Corporate
ORD01112,2025-02-23,East,Enugu,Furniture,Furniture Item 13,554.8,488.22,20.59,13.8,4.4,5.7,40,Corporate
ORD01113,2025-06-05,East,Owerri,Office Supplies,Office Supplies Item 13,472.07,321.0,133.21,6.3,3.5,3.2,30,Consumer
ORD01114,2025-10-02,North,Kaduna,Office Supplies,Office Supplies Item 3,612.7,416.63,144.04,14.2,4.4,4.8,49,Corporate
ORD01115,2025-01-14,East,Owerri,Office Supplies,Office Supplies Item 2,393.84,267.81,104.98,8.9,4.3,2.1,24,Corporate
ORD01116,2025-02-17,West,Ibadan,Furniture,Furniture Item 4,1180.2,1038.57,86.58,7.8,3.4,1.0,21,Corporate
ORD01117,2025-11-03,East,Enugu,Office Supplies,Office Supplies Item 12,466.61,317.29,130.44,6.7,4.3,4.5,27,Small Business
ORD01118,2025-09-03,West,Lagos,Electronics,Electronics Item 4,1012.06,728.68,214.73,11.3,4.4,4.8,52,Consumer
ORD01119,2025-02-05,South,Port Harcourt,Furniture,Furniture Item 10,1182.95,1040.99,27.76,16.1,2.8,6.5,48,Corporate
ORD01120,2025-08-04,South,Port Harcourt,Furniture,Furniture Item 8,1862.12,1638.66,-27.92,22.5,2.9,7.2,43,Consumer
ORD01121,2025-11-09,North,Kaduna,Furniture,Furniture Item 4,1476.67,1299.47,67.69,12.4,4.2,3.1,51,Consumer
ORD01122,2025-06-16,East,Owerri,Furniture,Furniture Item 5,1531.53,1347.74,52.21,14.3,3.7,3.9,51,Consumer
ORD01123,2025-10-21,South,Uyo,Electronics,Electronics Item 13,957.59,689.46,123.98,25.1,3.6,9.5,23,Consumer
ORD01124,2025-03-09,West,Lagos,Electronics,Electronics Item 12,747.89,538.48,156.34,11.8,3.6,6.3,59,Consumer
ORD01125,2025-09-06,East,Owerri,Furniture,Furniture Item 11,1821.92,1603.29,61.66,14.4,4.2,3.7,59,Corporate
ORD01126,2025-03-15,North,Kaduna,Office Supplies,Office Supplies Item 14,311.0,211.48,86.81,6.8,4.8,3.8,23,Consumer
ORD01127,2025-07-21,South,Port Harcourt,Electronics,Electronics Item 2,1257.15,905.15,229.91,16.2,3.0,10.0,34,Consumer
ORD01128,2025-11-18,North,Kano,Electronics,Electronics Item 12,1297.38,934.11,275.42,11.3,3.9,3.4,19,Corporate
ORD01129,2025-03-26,West,Lagos,Electronics,Electronics Item 14,967.76,696.79,197.65,12.6,4.5,3.5,25,Consumer
ORD01130,2025-12-01,North,Kaduna,Office Supplies,Office Supplies Item 5,318.63,216.67,77.07,13.0,4.5,5.0,31,Small Business
ORD01131,2025-08-14,South,Port Harcourt,Office Supplies,Office Supplies Item 3,523.26,355.82,113.76,17.1,2.7,6.3,46,Corporate
ORD01132,2025-11-06,South,Uyo,Electronics,Electronics Item 7,1059.0,762.48,147.41,23.5,2.9,5.8,21,Consumer
ORD01133,2025-09-14,West,Lagos,Office Supplies,Office Supplies Item 13,674.11,458.4,174.42,10.2,4.1,3.2,18,Consumer
ORD01134,2025-01-27,East,Enugu,Electronics,Electronics Item 10,1466.89,1056.16,328.82,9.3,4.1,6.0,40,Consumer
ORD01135,2025-01-29,South,Uyo,Furniture,Furniture Item 4,1620.82,1426.32,48.9,15.0,2.8,8.2,23,Consumer
ORD01136,2025-08-12,South,Port Harcourt,Electronics,Electronics Item 10,1089.6,784.51,118.53,28.5,2.9,7.3,40,Small Business
ORD01137,2025-04-28,East,Owerri,Electronics,Electronics Item 10,1121.84,807.73,253.5,9.0,4.0,4.3,32,Small Business
ORD01138,2025-07-15,North,Kano,Furniture,Furniture Item 12,1363.19,1199.61,44.43,14.6,3.7,3.9,47,Consumer
ORD01139,2025-01-07,West,Lagos,Electronics,Electronics Item 2,1074.7,773.78,249.88,7.9,4.3,1.7,39,Small Business
ORD01140,2025-03-02,South,Port Harcourt,Electronics,Electronics Item 11,770.76,554.95,111.62,22.5,3.9,8.8,26,Consumer
ORD01141,2025-06-10,North,Kano,Furniture,Furniture Item 8,1917.7,1687.58,100.73,11.2,3.8,4.1,51,Small Business
ORD01142,2025-01-28,West,Lagos,Electronics,Electronics Item 3,664.47,478.42,152.58,8.4,4.2,4.3,34,Corporate
ORD01143,2025-11-07,East,Owerri,Furniture,Furniture Item 10,1814.59,1596.83,68.16,13.7,4.1,2.8,26,Small Business
ORD01144,2025-01-25,East,Enugu,Furniture,Furniture Item 9,1597.97,1406.21,79.63,11.7,3.5,4.9,27,Consumer
ORD01145,2025-07-20,West,Lagos,Office Supplies,Office Supplies Item 5,530.54,360.77,123.87,14.4,4.6,1.3,31,Small Business
ORD01146,2025-03-03,South,Uyo,Furniture,Furniture Item 12,1961.55,1726.16,101.55,11.4,2.1,9.5,45,Corporate
ORD01147,2025-02-28,East,Owerri,Electronics,Electronics Item 5,702.3,505.66,147.2,11.7,3.8,2.8,51,Consumer
ORD01148,2025-03-18,North,Kaduna,Furniture,Furniture Item 11,1097.59,965.88,42.84,13.5,4.5,2.2,24,Corporate
ORD01149,2025-06-26,West,Ibadan,Furniture,Furniture Item 2,1754.59,1544.04,152.67,5.5,4.4,4.0,40,Consumer
ORD01150,2025-01-03,West,Lagos,Electronics,Electronics Item 9,657.77,473.59,144.58,10.0,4.3,3.6,21,Consumer
ORD01151,2025-10-13,West,Lagos,Furniture,Furniture Item 12,2018.06,1775.89,67.22,14.4,4.2,3.7,52,Small Business
ORD01152,2025-12-13,West,Ibadan,Electronics,Electronics Item 4,1152.79,830.01,261.67,8.8,4.3,4.2,53,Consumer
ORD01153,2025-05-17,West,Ibadan,Office Supplies,Office Supplies Item 9,396.62,269.7,109.39,7.4,4.3,4.6,59,Small Business
ORD01154,2025-05-23,North,Kaduna,Office Supplies,Office Supplies Item 3,464.68,315.98,129.71,6.8,4.4,4.1,56,Consumer
ORD01155,2025-03-04,South,Port Harcourt,Furniture,Furniture Item 1,1673.13,1472.36,96.02,10.4,3.1,9.1,55,Consumer
ORD01156,2025-05-17,North,Kaduna,Office Supplies,Office Supplies Item 4,395.96,269.25,106.14,8.7,4.9,3.6,40,Consumer
ORD01157,2025-09-22,West,Ibadan,Electronics,Electronics Item 6,1057.21,761.19,222.52,11.6,3.4,4.3,43,Consumer
ORD01158,2025-12-30,South,Port Harcourt,Electronics,Electronics Item 5,1357.68,977.53,217.62,20.0,2.6,7.8,35,Corporate
ORD01159,2025-05-14,South,Uyo,Furniture,Furniture Item 3,1645.57,1448.11,-81.66,28.3,3.2,6.9,47,Consumer
ORD01160,2025-05-15,South,Port Harcourt,Office Supplies,Office Supplies Item 6,397.86,270.54,75.29,21.8,3.3,5.7,40,Consumer
ORD01161,2025-11-30,West,Lagos,Electronics,Electronics Item 1,1068.58,769.38,254.01,7.0,3.8,1.6,49,Consumer
ORD01162,2025-05-09,South,Port Harcourt,Office Supplies,Office Supplies Item 10,384.34,261.35,77.35,19.8,3.0,6.1,30,Consumer
ORD01163,2025-05-22,South,Uyo,Office Supplies,Office Supplies Item 5,504.18,342.84,104.97,18.6,2.8,7.5,43,Consumer
ORD01164,2025-06-11,South,Port Harcourt,Office Supplies,Office Supplies Item 6,444.01,301.93,87.97,20.3,3.5,6.7,24,Small Business
